شناسه_مشترک,جنسیت,سن,ماه_تولد,سابقه_سیم‌کارت_ماه,نسل_اینترنت_همراه,بسته_رومینگ_بین‌الملل,فضای_ابری_اپراتور,بسته_اینترنت_شبانه,سرویس_تماس_VoLTE,سوپراپ_شبکه اجتماعی,سوپراپ_خدمات_مالی,نوع_سیم‌کارت,استفاده_اپلیکیشن_اپراتور,هزینه_ماهیانه_تومان,هزینه_کل_تومان,ریزش
6279,زن,25,بهمن,70,5G,خیر,خیر,بله,بله,بله,بله,دائمی,بله,15645000,1078275000,خیر
6280,زن,41,فروردین,21,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,6742500,138937500,خیر
6281,زن,41,مرداد,23,4G,خیر,خیر,خیر,بله,خیر,خیر,دائمی,بله,7417500,167902500,خیر
6282,مرد,42,آبان,6,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3090000,17490000,خیر
6283,مرد,51,فروردین,4,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2932500,10320000,خیر
6284,زن,52,دی,3,5G,بله,خیر,بله,خیر,بله,بله,اعتباری,بله,14850000,43110000,بله
6285,زن,33,بهمن,23,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,14025000,351232500,خیر
6286,مرد,33,آبان,26,3G,بله,خیر,خیر,بله,بله,بله,دائمی,خیر,8182500,204427500,خیر
6287,زن,28,اردیبهشت,8,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3007500,24540000,خیر
6288,مرد,48,مهر,26,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,بله,12592500,338130000,بله
6289,مرد,57,مهر,2,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11917500,21772500,خیر
6290,مرد,36,اردیبهشت,67,5G,بله,بله,بله,بله,بله,بله,دائمی,خیر,17430000,1162845000,بله
6291,زن,37,دی,71,5G,خیر,خیر,خیر,خیر,بله,بله,دائمی,بله,14055000,987802500,بله
6292,زن,58,بهمن,59,4G,بله,بله,بله,بله,خیر,بله,دائمی,خیر,11977500,717915000,خیر
6293,مرد,46,مرداد,39,5G,خیر,خیر,بله,خیر,بله,بله,دائمی,خیر,15000000,575332500,خیر
6294,مرد,45,آذر,21,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2940000,59550000,خیر
6295,مرد,26,اسفند,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2955000,2955000,بله
6296,زن,48,دی,48,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3030000,154087500,خیر
6297,زن,29,بهمن,31,3G,بله,بله,بله,خیر,خیر,بله,دائمی,بله,7560000,237015000,خیر
6298,زن,26,شهریور,64,5G,بله,بله,بله,بله,بله,بله,دائمی,خیر,17002500,1083412500,خیر
6299,مرد,36,آبان,46,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,12000000,565455000,خیر
6300,زن,33,بهمن,52,4G,خیر,خیر,بله,بله,بله,بله,دائمی,بله,12142500,635092500,خیر
6301,زن,37,اردیبهشت,67,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3735000,252037500,خیر
6302,زن,23,شهریور,67,4G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,8235000,558825000,خیر
6303,زن,52,فروردین,5,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,11332500,62047500,بله
6304,زن,54,مهر,71,5G,خیر,بله,بله,بله,بله,بله,دائمی,خیر,16387500,1156155000,خیر
6305,زن,18,مهر,9,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,11647500,107122500,بله
6306,زن,52,اردیبهشت,26,5G,بله,بله,خیر,خیر,خیر,بله,اعتباری,بله,14250000,374580000,بله
6307,مرد,30,تیر,71,5G,بله,بله,بله,بله,بله,بله,دائمی,بله,17445000,1246432500,خیر
6308,زن,50,دی,32,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2985000,90232500,خیر
6309,زن,39,شهریور,2,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10552500,20887500,خیر
6310,زن,40,دی,71,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3840000,283237500,خیر
6311,زن,38,دی,60,4G,بله,خیر,بله,خیر,خیر,بله,دائمی,بله,6667500,416085000,خیر
6312,زن,55,آذر,55,5G,خیر,خیر,بله,خیر,بله,بله,دائمی,بله,15022500,811462500,خیر
6313,مرد,25,تیر,54,5G,بله,بله,خیر,بله,بله,بله,دائمی,بله,15810000,846510000,بله
6314,مرد,47,شهریور,2,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,14377500,29655000,بله
6315,زن,53,فروردین,6,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11077500,60195000,خیر
6316,زن,49,دی,48,4G,بله,بله,بله,خیر,خیر,بله,دائمی,بله,10515000,485760000,خیر
6317,مرد,68,خرداد,63,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3787500,235957500,خیر
6318,مرد,34,خرداد,1,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11872500,11872500,بله
6319,مرد,51,دی,12,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3157500,35370000,خیر
6320,مرد,39,مهر,54,3G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,3742500,204712500,خیر
6321,زن,55,اسفند,30,3G,خیر,خیر,بله,بله,بله,خیر,دائمی,بله,9675000,297772500,خیر
6322,زن,40,اسفند,30,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2947500,98377500,بله
6323,زن,35,آذر,4,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,11850000,45472500,بله
6324,زن,56,آبان,40,5G,خیر,خیر,بله,بله,بله,بله,دائمی,بله,15892500,650280000,خیر
6325,زن,34,فروردین,9,5G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,بله,11377500,97125000,خیر
6326,زن,23,بهمن,17,5G,بله,خیر,خیر,بله,بله,خیر,اعتباری,خیر,13777500,236167500,بله
6327,زن,34,شهریور,62,4G,خیر,بله,بله,خیر,خیر,بله,دائمی,بله,6540000,412305000,خیر
6328,مرد,47,فروردین,28,5G,خیر,بله,خیر,بله,بله,خیر,دائمی,بله,13687500,372547500,خیر
6329,زن,57,مرداد,70,4G,بله,بله,بله,بله,بله,بله,دائمی,خیر,13462500,955080000,خیر
6330,زن,41,اردیبهشت,46,5G,خیر,بله,بله,بله,بله,بله,دائمی,بله,15660000,735630000,خیر
6331,زن,56,فروردین,23,5G,خیر,خیر,بله,خیر,خیر,بله,اعتباری,خیر,13522500,306742500,خیر
6332,مرد,24,تیر,47,4G,بله,خیر,بله,بله,خیر,خیر,دائمی,خیر,6045000,269220000,خیر
6333,مرد,35,فروردین,68,5G,بله,بله,بله,خیر,بله,بله,دائمی,بله,15787500,1075972500,خیر
6334,زن,37,شهریور,60,5G,خیر,خیر,بله,بله,بله,بله,دائمی,بله,15900000,966210000,بله
6335,زن,39,مرداد,67,5G,خیر,بله,خیر,بله,بله,بله,دائمی,بله,15600000,1055857500,خیر
6336,زن,41,اسفند,14,4G,خیر,خیر,خیر,بله,بله,بله,اعتباری,بله,10447500,138210000,خیر
6337,مرد,48,فروردین,57,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11145000,602752500,خیر
6338,زن,35,آبان,55,5G,بله,خیر,خیر,خیر,بله,بله,دائمی,خیر,15135000,817290000,خیر
6339,مرد,42,خرداد,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,3037500,3037500,خیر
6340,مرد,39,بهمن,1,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,بله,7485000,7485000,بله
6341,مرد,29,دی,23,5G,خیر,خیر,بله,بله,بله,خیر,اعتباری,بله,14535000,312817500,خیر
6342,زن,39,شهریور,13,5G,بله,خیر,خیر,خیر,بله,بله,اعتباری,بله,15052500,203827500,بله
6343,مرد,38,شهریور,47,5G,خیر,بله,بله,خیر,بله,بله,اعتباری,بله,15615000,770272500,خیر
6344,مرد,38,فروردین,38,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3015000,109515000,خیر
6345,زن,40,مهر,38,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11242500,430477500,بله
6346,زن,41,تیر,2,4G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,8482500,17737500,خیر
6347,مرد,35,آذر,1,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,بله,7387500,7387500,بله
6348,مرد,55,فروردین,15,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10290000,166290000,خیر
6349,زن,26,شهریور,26,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10357500,272347500,خیر
6350,زن,31,مرداد,35,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2955000,109560000,خیر
6351,مرد,73,شهریور,3,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,3007500,11317500,خیر
6352,مرد,28,آذر,50,5G,خیر,بله,خیر,بله,بله,بله,اعتباری,خیر,15555000,760657500,بله
6353,مرد,24,خرداد,42,5G,بله,خیر,بله,خیر,خیر,بله,اعتباری,بله,14160000,602190000,خیر
6354,مرد,49,آذر,10,3G,بله,خیر,خیر,بله,خیر,خیر,اعتباری,بله,8242500,85327500,خیر
6355,زن,18,مرداد,61,5G,بله,بله,خیر,بله,خیر,بله,دائمی,خیر,14055000,879105000,خیر
6356,زن,37,تیر,68,5G,بله,بله,خیر,بله,بله,بله,دائمی,خیر,16537500,1091902500,خیر
6357,مرد,66,آذر,10,5G,بله,خیر,بله,خیر,بله,بله,دائمی,بله,14835000,159742500,خیر
6358,مرد,21,آذر,65,5G,بله,بله,بله,خیر,خیر,خیر,دائمی,خیر,13462500,865440000,بله
6359,زن,18,اردیبهشت,72,3G,بله,خیر,بله,بله,بله,بله,دائمی,بله,12067500,883027500,خیر
6360,مرد,22,فروردین,55,5G,خیر,بله,خیر,بله,خیر,خیر,اعتباری,خیر,11910000,635767500,خیر
6361,زن,51,آبان,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,3045000,3045000,بله
6362,زن,53,دی,7,3G,خیر,خیر,بله,بله,خیر,بله,اعتباری,خیر,9420000,62745000,خیر
6363,زن,34,فروردین,2,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11235000,20407500,خیر
6364,زن,48,دی,9,5G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11227500,106230000,خیر
6365,مرد,57,اردیبهشت,27,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3877500,118282500,خیر
6366,مرد,61,تیر,7,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,15292500,105127500,بله
6367,زن,37,فروردین,64,4G,خیر,بله,بله,بله,خیر,بله,دائمی,بله,10245000,656820000,خیر
6368,مرد,18,خرداد,70,4G,بله,خیر,بله,بله,خیر,بله,دائمی,خیر,7260000,516420000,خیر
6369,مرد,30,اسفند,2,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,14100000,27255000,بله
6370,مرد,35,شهریور,67,5G,بله,بله,خیر,بله,بله,بله,دائمی,بله,15757500,1075755000,خیر
6371,زن,37,آبان,45,5G,خیر,بله,خیر,خیر,بله,خیر,اعتباری,بله,13395000,602527500,بله
6372,زن,38,آذر,24,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3772500,82950000,خیر
6373,مرد,53,اسفند,4,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2925000,14527500,خیر
6374,مرد,55,فروردین,44,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,13942500,618435000,خیر
6375,زن,38,شهریور,72,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3105000,222345000,خیر
6376,زن,53,اردیبهشت,1,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11145000,11145000,بله
6377,مرد,44,دی,66,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2902500,186120000,خیر
6378,مرد,41,تیر,1,4G,خیر,بله,خیر,بله,خیر,بله,اعتباری,بله,6697500,6697500,بله
6379,مرد,51,تیر,13,5G,بله,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,12607500,164295000,بله
6380,مرد,41,تیر,10,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,12105000,118320000,بله
6381,مرد,65,مرداد,65,5G,خیر,بله,بله,خیر,بله,بله,اعتباری,بله,15652500,986782500,خیر
6382,مرد,23,آذر,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2932500,2932500,خیر
6383,مرد,34,آبان,38,4G,بله,بله,بله,بله,بله,خیر,دائمی,خیر,11107500,420345000,خیر
6384,مرد,38,مهر,23,4G,بله,خیر,بله,بله,خیر,خیر,دائمی,خیر,6015000,128662500,خیر
6385,زن,45,اسفند,10,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3015000,27660000,خیر
6386,مرد,55,اسفند,4,5G,خیر,بله,خیر,خیر,بله,بله,اعتباری,بله,15255000,54682500,بله
6387,مرد,40,اردیبهشت,72,4G,بله,خیر,بله,بله,بله,بله,دائمی,بله,12532500,913995000,خیر
6388,زن,23,اسفند,35,4G,خیر,بله,خیر,بله,خیر,خیر,اعتباری,خیر,8527500,279165000,خیر
6389,زن,50,دی,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3060000,3060000,بله
6390,زن,49,بهمن,58,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2932500,161947500,خیر
6391,مرد,18,دی,70,5G,خیر,بله,بله,بله,بله,بله,دائمی,بله,15922500,1121265000,خیر
6392,مرد,40,اردیبهشت,38,4G,خیر,بله,بله,خیر,بله,بله,دائمی,خیر,11842500,429382500,خیر
6393,زن,21,مرداد,60,3G,خیر,بله,خیر,خیر,بله,بله,اعتباری,بله,7462500,460417500,خیر
6394,مرد,32,اسفند,26,5G,بله,بله,خیر,خیر,بله,خیر,اعتباری,بله,13860000,352470000,خیر
6395,زن,29,مهر,8,4G,بله,بله,خیر,بله,خیر,خیر,دائمی,خیر,8730000,70387500,خیر
6396,مرد,50,شهریور,41,5G,خیر,خیر,بله,بله,بله,بله,دائمی,بله,15390000,632002500,بله
